nodeid EntryName
2859 TRIM9_HUMAN
2860 PPIP2_HUMAN
2861 SCEL_HUMAN
2862 ZBT32_HUMAN
2863 REL3_HUMAN
2864 INSL3_HUMAN
2865 PAR6G_HUMAN
2866 JAM1_HUMAN
2867 KPCD3_HUMAN
2868 LRSM1_HUMAN
2869 MPPB_HUMAN
2870 NALP4_HUMAN
2871 TF3C1_HUMAN
2872 CSPG5_HUMAN
2873 RL3R2_HUMAN
2874 TMED2_HUMAN
2875 SP100_HUMAN
2876 NLK_HUMAN
2877 PELI1_HUMAN
2878 NSG1_HUMAN
2879 RM17_HUMAN
2880 NCDN_HUMAN
2881 DJC14_HUMAN
2882 CNTRB_HUMAN
2883 VPS29_HUMAN
2884 SL9A4_HUMAN
2885 RGRF1_HUMAN
2886 HSH2D_HUMAN
2887 SRBS2_HUMAN
2888 GEMI7_HUMAN
2889 MUTED_HUMAN,BL1S5_HUMAN
2890 CNO_HUMAN,BL1S4_HUMAN
2891 BL1S2_HUMAN
2892 ZN622_HUMAN
2893 VATA_HUMAN
2894 TOM7_HUMAN
2895 AIP_HUMAN
2896 FL2D_HUMAN
2897 CIAO1_HUMAN
2898 VSX2_HUMAN
2899 PBX1_HUMAN
2900 ABC3F_HUMAN
2901 UB2E2_HUMAN
2902 LIPA1_HUMAN
2903 RAB6B_HUMAN
2904 LST8_HUMAN
2905 SNX5_HUMAN
2906 DTNB_HUMAN
2907 SC23A_HUMAN
2908 OSTM1_HUMAN
2909 STMN2_HUMAN
2910 NPHP4_HUMAN
2911 DAZP2_HUMAN
2912 CENPK_HUMAN
2913 SOX5_HUMAN
2914 DPOE4_HUMAN
2915 LSM6_HUMAN
2916 TM214_HUMAN
2917 RRP1B_HUMAN
2918 NDUF3_HUMAN
2919 HSPB8_HUMAN
2920 PSA4_HUMAN
2921 CCD91_HUMAN
2922 POMT2_HUMAN
2923 HGD_HUMAN
2924 BMP6_HUMAN
2925 PKHO1_HUMAN
2926 PASK_HUMAN
2927 EXOS9_HUMAN
2928 LPPRC_HUMAN
2929 HEBP2_HUMAN
2930 MAP1S_HUMAN
2931 EPMIP_HUMAN
2932 NFU1_HUMAN
2933 GBRR2_HUMAN
2934 CFDP1_HUMAN
2935 NU107_HUMAN
2936 EXOS5_HUMAN
2937 FIBP_HUMAN
2938 PILRB_HUMAN
2939 NTKL_HUMAN
2940 GORAB_HUMAN
2941 NPHP3_HUMAN
2942 PAK7_HUMAN
2943 CHM4A_HUMAN
2944 CHM4B_HUMAN
2945 BMP7_HUMAN
2946 ATG4A_HUMAN
2947 B3GN2_HUMAN
2948 KKCC2_HUMAN
2949 SMC4_HUMAN
2950 LRRC7_HUMAN
2951 LIPA4_HUMAN
2952 PCLO_HUMAN
2953 K1377_HUMAN,CE126_HUMAN
2954 DBNL_HUMAN
2955 CDN1A_HUMAN
2956 RPGF6_HUMAN
2957 RPGF5_HUMAN
2958 RAIN_HUMAN
2959 MST4_HUMAN,STK26_HUMAN
2960 RFIP5_HUMAN
2961 RRAGC_HUMAN
2962 ARL6_HUMAN
2963 SPC25_HUMAN
2964 SEPT9_HUMAN
2965 SYT3_HUMAN
2966 SYT8_HUMAN
2967 NS1BP_HUMAN
2968 SYT7_HUMAN
2969 TOP2B_HUMAN
2970 FGF1_HUMAN
2971 PPID_HUMAN
2972 SRCAP_HUMAN
2973 SCMH1_HUMAN
2974 PHC1_HUMAN
2975 DNMBP_HUMAN
2976 CAND1_HUMAN
2977 BMAL2_HUMAN
2978 KS6A5_HUMAN
2979 GLYC_HUMAN
2980 TRIM7_HUMAN
2981 TRIB3_HUMAN
2982 INHBA_HUMAN
2983 FEZ2_HUMAN
2984 RPA2_HUMAN
2985 SSA27_HUMAN
2986 RN115_HUMAN
2987 EXOC2_HUMAN
2988 DPH3_HUMAN
2989 TAF5_HUMAN
2990 TAF12_HUMAN
2991 BICD2_HUMAN
2992 HCN1_HUMAN
2993 HCN4_HUMAN
2994 CNOT6_HUMAN
2995 ACTB_HUMAN
2996 ATG10_HUMAN
2997 STYX_HUMAN
2998 UCN3_HUMAN
2999 TYPH_HUMAN
3000 ISK7_HUMAN
3001 KS6C1_HUMAN
3002 ZDHC7_HUMAN
3003 KI67_HUMAN
3004 KIF15_HUMAN
3005 MK67I_HUMAN
3006 PE2R3_HUMAN
3007 PF2R_HUMAN
3008 MYO16_HUMAN
3009 2A5E_HUMAN
3010 CCNK_HUMAN
3011 CCNL2_HUMAN
3012 PCIF1_HUMAN
3013 TBPL1_HUMAN
3014 VPS28_HUMAN
3015 NB5R3_HUMAN
3016 IGSF8_HUMAN
3017 VANG1_HUMAN
3018 SYJ2B_HUMAN
3019 SETBP_HUMAN
3020 GRPE2_HUMAN
3021 UBP33_HUMAN
3022 PUM2_HUMAN
3023 DAZ1_HUMAN
3024 RPAB1_HUMAN
3025 RPB7_HUMAN
3026 ZN384_HUMAN
3027 PPM1J_HUMAN
3028 GMEB1_HUMAN
3029 CENPX_HUMAN
3030 SC5A7_HUMAN
3031 THAP1_HUMAN
3032 STK4_HUMAN
3033 CDK7_HUMAN
3034 PKHA1_HUMAN
3035 ATX2_HUMAN
3036 THOC4_HUMAN
3037 CLCF1_HUMAN
3038 GBG7_HUMAN
3039 GBG5_HUMAN
3040 GBG4_HUMAN
3041 GBG13_HUMAN
3042 GBG3_HUMAN
3043 GBG2_HUMAN
3044 SYNJ2_HUMAN
3045 CTNB1_HUMAN
3046 DYN3_HUMAN
3047 AFAD_HUMAN
3048 STRN3_HUMAN
3049 USH1G_HUMAN
3050 USBP1_HUMAN
3051 IL27A_HUMAN
3052 EXOC7_HUMAN
3053 SPTA2_HUMAN,SPTN1_HUMAN
3054 SMC2_HUMAN
3055 SIK1_HUMAN
3056 SPG16_HUMAN
3057 CAH9_HUMAN
3058 EHBP1_HUMAN
3059 EHD3_HUMAN
3060 STK35_HUMAN
3061 FA84B_HUMAN
3062 FYV1_HUMAN
3063 MKRN1_HUMAN
3064 CWC22_HUMAN
3065 RPP14_HUMAN
3066 CEBPA_HUMAN
3067 EXOS1_HUMAN
3068 GRIK2_HUMAN
3069 EME1_HUMAN
3070 PAX3_HUMAN
3071 WBP1_HUMAN
3072 HNF1A_HUMAN
3073 IFT20_HUMAN
3074 ERC2_HUMAN
3075 TFE2_HUMAN
3076 ZN496_HUMAN
3077 RPAC2_HUMAN
3078 TBCD4_HUMAN
3079 CNTP4_HUMAN
3080 TMCO7_HUMAN,TNG6_HUMAN
3081 RNF34_HUMAN
3082 K0664_HUMAN,CLU_HUMAN
3083 SSPO_HUMAN
3084 NOMO1_HUMAN
3085 SEN15_HUMAN
3086 LNX1_HUMAN
3087 MED18_HUMAN
3088 STRAA_HUMAN
3089 MYLIP_HUMAN
3090 CU077_HUMAN
3091 NOL8_HUMAN
3092 TRI29_HUMAN
3093 TRI31_HUMAN
3094 ERO1A_HUMAN
3095 ERO1B_HUMAN
3096 HAUS7_HUMAN
3097 UPK1A_HUMAN
3098 FGFR4_HUMAN
3099 RB3GP_HUMAN
3100 OTU1_HUMAN
3101 PHC2_HUMAN
3102 DC2L1_HUMAN
3103 DBF4B_HUMAN
3104 EXOS3_HUMAN
3105 NPNT_HUMAN
3106 GBB2_HUMAN
3107 IGHG1_HUMAN
3108 PTPRU_HUMAN
3109 CP070_HUMAN
3110 SF3B2_HUMAN
3111 SF3B4_HUMAN
3112 ABCB8_HUMAN
3113 MYPN_HUMAN
3114 IMP3_HUMAN
3115 GCR_HUMAN
3116 MKL1_HUMAN
3117 MKL2_HUMAN
3118 CADH8_HUMAN
3119 HEAT1_HUMAN
3120 WAPL_HUMAN
3121 PINK1_HUMAN
3122 ASF1B_HUMAN
3123 GRHL3_HUMAN
3124 RFIP4_HUMAN
3125 ATLA2_HUMAN
3126 AR6P6_HUMAN
3127 GCP4_HUMAN
3128 MIS12_HUMAN
3129 DSN1_HUMAN
3130 VP37A_HUMAN
3131 GLCI1_HUMAN
3132 CHM1B_HUMAN
3133 CNBP1_HUMAN
3134 VPS4B_HUMAN
3135 TAF8_HUMAN
3136 RPC9_HUMAN
3137 DCE1_HUMAN
3138 GBG12_HUMAN
3139 GLT12_HUMAN
3140 GLT11_HUMAN
3141 PTPS_HUMAN
3142 AJAP1_HUMAN
3143 FNDC5_HUMAN
3144 NXPH2_HUMAN
3145 SYT13_HUMAN
3146 SYTL3_HUMAN
3147 SDCB2_HUMAN
3148 KLH20_HUMAN
3149 P4HA2_HUMAN
3150 CDON_HUMAN
3151 ESPB1_HUMAN
3152 H31_HUMAN
3153 IL2RB_HUMAN
3154 SOX17_HUMAN
3155 RHPN1_HUMAN
3156 RPC3_HUMAN
3157 GRHL1_HUMAN
3158 RAD9B_HUMAN
3159 HUS1B_HUMAN
3160 CDK19_HUMAN
3161 PTBP2_HUMAN
3162 CBX7_HUMAN
3163 RPB11_HUMAN
3164 CD244_HUMAN
3165 MLP3B_HUMAN
3166 CYTB_HUMAN
3167 ERGI3_HUMAN
3168 K0240_HUMAN,GSC1L_HUMAN
3169 KLC2_HUMAN
3170 MED19_HUMAN
3171 MED4_HUMAN
3172 CEP57_HUMAN
3173 K0564_HUMAN,VWA8_HUMAN
3174 FINC_HUMAN
3175 XRCC4_HUMAN
3176 CATD_HUMAN
3177 NDE1_HUMAN
3178 NEK8_HUMAN
3179 NOXA1_HUMAN
3180 NU205_HUMAN
3181 PZRN3_HUMAN
3182 RPC8_HUMAN
3183 DZIP1_HUMAN
3184 PDIP2_HUMAN
3185 PDIP3_HUMAN
3186 HSPB9_HUMAN
3187 RPB4_HUMAN
3188 CATL1_HUMAN
3189 COIA1_HUMAN
3190 TOM40_HUMAN
3191 DCXR_HUMAN
3192 PRIC1_HUMAN
3193 AGAP1_HUMAN
3194 LMBL1_HUMAN
3195 CYTA_HUMAN
3196 CD7_HUMAN
3197 AKIP_HUMAN
3198 CEBPD_HUMAN
3199 CDK2_HUMAN
3200 RBL1_HUMAN
3201 MSX2_HUMAN
3202 ATF2_HUMAN
3203 CDKN3_HUMAN
3204 DBP_HUMAN
3205 CEBPG_HUMAN
3206 CDK3_HUMAN
3207 CCND3_HUMAN
3208 CCNE1_HUMAN
3209 AKT1_HUMAN
3210 PIM1_HUMAN
3211 PSA3_HUMAN
3212 KITH_HUMAN
3213 TS101_HUMAN
3214 CCNE2_HUMAN
3215 DEMA_HUMAN
3216 CIZ1_HUMAN
3217 R144B_HUMAN
3218 FER_HUMAN
3219 CKS1_HUMAN
3220 CKS2_HUMAN
3221 MCM7_HUMAN
3222 CPSF1_HUMAN
3223 ORC6_HUMAN
3224 CXCR4_HUMAN
3225 BMX_HUMAN
3226 PPARD_HUMAN
3227 MZF1_HUMAN
3228 RPAB3_HUMAN
3229 MPIP1_HUMAN
3230 CCNB1_HUMAN
3231 PTPRZ_HUMAN
3232 PCP_HUMAN
3233 ERF3B_HUMAN
3234 SUGT1_HUMAN,SGT1_HUMAN
3235 RLA1_HUMAN
3236 TF2H5_HUMAN
3237 1433T_HUMAN
3238 RFC4_HUMAN
3239 IRS1_HUMAN
3240 ARPC2_HUMAN
3241 ARPC4_HUMAN
3242 ODO1_HUMAN
3243 CSF3_HUMAN
3244 GNAZ_HUMAN
3245 ABLM1_HUMAN
3246 CO3_HUMAN
3247 ES8L1_HUMAN
3248 CO8B_HUMAN
3249 ECT2_HUMAN
3250 SPT5H_HUMAN
3251 SYDC_HUMAN
3252 ESR1_HUMAN
3253 CATA_HUMAN
3254 MPRD_HUMAN
3255 PYGL_HUMAN
3256 RPB2_HUMAN
3257 PROF2_HUMAN
3258 ITA4_HUMAN
3259 DCOR_HUMAN
3260 NCF2_HUMAN
3261 IKBA_HUMAN
3262 KBRS2_HUMAN
3263 KBRS1_HUMAN
3264 CCS_HUMAN
3265 CCL19_HUMAN
3266 CCL21_HUMAN
3267 KPCI_HUMAN
3268 S10A8_HUMAN
3269 NDKM_HUMAN
3270 FCERA_HUMAN
3271 INGR1_HUMAN
3272 TAP1_HUMAN
3273 FOXM1_HUMAN
3274 ABCC9_HUMAN
3275 ABL2_HUMAN
3276 ACAD8_HUMAN
3277 PPAP_HUMAN
3278 CDC42_HUMAN
3279 ARP2_HUMAN
3280 ACVR1_HUMAN
3281 FGD1_HUMAN
3282 M3K11_HUMAN
3283 ACY1_HUMAN
3284 PACR_HUMAN
3285 AGGF1_HUMAN
3286 LOX12_HUMAN
3287 APC10_HUMAN
3288 AP2M1_HUMAN
3289 APBB2_HUMAN
3290 APC2_HUMAN
3291 APLP2_HUMAN
3292 A4_HUMAN
3293 ARF1_HUMAN
3294 ARF3_HUMAN
3295 ARL4D_HUMAN
3296 ARFG3_HUMAN
3297 RHG15_HUMAN
3298 ARRB1_HUMAN
3299 ARRB2_HUMAN
3300 ZFHX3_HUMAN
3301 MCAF2_HUMAN
3302 AUHM_HUMAN
3303 BAG5_HUMAN
3304 BAX_HUMAN
3305 SPF27_HUMAN
3306 BC11B_HUMAN
3307 BCL3_HUMAN
3308 ARP3_HUMAN
3309 RHG08_HUMAN
3310 BTBD2_HUMAN
3311 BTG1_HUMAN
3312 C1QR1_HUMAN
3313 C1S_HUMAN
3314 CAC1H_HUMAN
3315 CALCR_HUMAN
3316 CALM_HUMAN
3317 CAR11_HUMAN
3318 CARD9_HUMAN
3319 ICAL_HUMAN
3320 CCNA2_HUMAN
3321 ELK1_HUMAN
3322 ELK4_HUMAN
3323 ELP3_HUMAN
3324 DEFI6_HUMAN
3325 DOCK8_HUMAN
3326 ETS1_HUMAN
3327 FANCL_HUMAN
3328 FXL12_HUMAN
3329 FBX30_HUMAN
3330 FBX34_HUMAN
3331 FHL1_HUMAN
3332 MRCKG_HUMAN
3333 FLNC_HUMAN
3334 BORG3_HUMAN
3335 GBB1_HUMAN
3336 GBB3_HUMAN
3337 GBG11_HUMAN
3338 HDGR3_HUMAN
3339 HDGF_HUMAN
3340 H2A2C_HUMAN
3341 IGF1R_HUMAN
3342 ING2_HUMAN
3343 I5P2_HUMAN
3344 KTNB1_HUMAN
3345 LHX9_HUMAN
3346 LIMS1_HUMAN
3347 RBTN2_HUMAN
3348 LONF3_HUMAN
3349 LIGO1_HUMAN
3350 MD2L1_HUMAN
3351 MALT1_HUMAN
3352 OXSR1_HUMAN
3353 SEM3F_HUMAN
3354 ACTA_HUMAN
3355 CECR5_HUMAN
3356 CD177_HUMAN
3357 CO1A2_HUMAN
3358 KAD2_HUMAN
3359 KLK4_HUMAN
3360 RMD5B_HUMAN
3361 EIF3F_HUMAN
3362 ACTH_HUMAN
3363 EF1A1_HUMAN
3364 DEST_HUMAN
3365 ABC3C_HUMAN
3366 MT1G_HUMAN
3367 MPU1_HUMAN
3368 DESM_HUMAN
3369 DDX3Y_HUMAN
3370 A2MG_HUMAN
3371 F13A_HUMAN
3372 BMP2_HUMAN
3373 G6PD_HUMAN
3374 ADH1G_HUMAN
3375 TYSY_HUMAN
3376 SAMP_HUMAN
3377 GSTA1_HUMAN
3378 GNPI1_HUMAN
3379 IMPA1_HUMAN
3380 GSTM2_HUMAN
3381 CFAD_HUMAN
3382 POP7_HUMAN
3383 TNAP3_HUMAN
3384 ZFAN5_HUMAN
3385 STAP2_HUMAN
3386 GEMI_HUMAN
3387 TNR16_HUMAN
3388 AGAL_HUMAN
3389 HD_HUMAN
3390 PRDX1_HUMAN
3391 CLC4M_HUMAN
3392 SEPT8_HUMAN
3393 DCP1B_HUMAN
3394 RPRD2_HUMAN
3395 FRIL_HUMAN
3396 FMR1_HUMAN
3397 CD99_HUMAN
3398 FZD8_HUMAN
3399 SKIL_HUMAN
3400 AKT2_HUMAN
3401 PUR2_HUMAN
3402 SAP_HUMAN
3403 ICAM1_HUMAN
3404 SETD8_HUMAN
3405 MAD1_HUMAN
3406 ODPA_HUMAN
3407 DHE3_HUMAN
3408 NU214_HUMAN
3409 INAR2_HUMAN
3410 DHSO_HUMAN
3411 CHMP6_HUMAN
3412 CHM1A_HUMAN
3413 CHM4C_HUMAN
3414 CHM2A_HUMAN
3415 SNF8_HUMAN
3416 PHB_HUMAN
3417 IL12B_HUMAN
3418 IL12A_HUMAN
3419 VCAM1_HUMAN
3420 STAT6_HUMAN
3421 LRP1_HUMAN
3422 EFNA1_HUMAN
3423 GLPA_HUMAN
3424 CCL7_HUMAN
3425 BDP1_HUMAN
3426 CD8A_HUMAN
3427 APOE_HUMAN
3428 APOH_HUMAN
3429 2AAB_HUMAN
3430 TERF1_HUMAN
3431 RUXE_HUMAN
3432 RUXF_HUMAN
3433 SRBP1_HUMAN
3434 SETD2_HUMAN
3435 ICAM2_HUMAN
3436 TOP1_HUMAN
3437 EXO1_HUMAN
3438 HEXB_HUMAN
3439 TPD52_HUMAN
3440 HGF_HUMAN
3441 NMNA1_HUMAN
3442 S10A9_HUMAN
3443 IL22_HUMAN
3444 GGH_HUMAN
3445 MD1L1_HUMAN
3446 PHLP_HUMAN
3447 SERB_HUMAN
3448 AP2C_HUMAN
3449 SRP19_HUMAN
3450 APOA2_HUMAN
3451 ACTN2_HUMAN
3452 ACTC_HUMAN
3453 VIP_HUMAN
3454 RAD17_HUMAN
3455 SPHK1_HUMAN
3456 ILF3_HUMAN
3457 RB27A_HUMAN
3458 HAND2_HUMAN
3459 KAT5_HUMAN
3460 DCR1C_HUMAN
3461 NAA38_HUMAN
3462 CENPF_HUMAN
3463 RPGR_HUMAN
3464 BASI_HUMAN
3465 RFX2_HUMAN
3466 GELS_HUMAN
3467 CO9A1_HUMAN
3468 CO6A1_HUMAN
3469 HXK4_HUMAN
3470 TNR5_HUMAN
3471 ADHX_HUMAN
3472 EF1A2_HUMAN
3473 ACHB2_HUMAN
3474 MATN1_HUMAN
3475 TYRP1_HUMAN
3476 CDX2_HUMAN
3477 EWS_HUMAN
3478 TMOD1_HUMAN
3479 CATH_HUMAN
3480 ERCC5_HUMAN
3481 MTM1_HUMAN
3482 MAGA1_HUMAN
3483 CDC27_HUMAN
3484 ERCC6_HUMAN
3485 VISL1_HUMAN
3486 CDX4_HUMAN
3487 AMY1_HUMAN
3488 ATRX_HUMAN
3489 IGF2_HUMAN
3490 ANK2_HUMAN
3491 PO3F4_HUMAN
3492 TTHY_HUMAN
3493 SPR1A_HUMAN
3494 DRP2_HUMAN
3495 CD44_HUMAN
3496 VAMP7_HUMAN
3497 ADCY6_HUMAN
3498 FOXG1_HUMAN
3499 CD38_HUMAN
3500 AMBP_HUMAN
3501 ITB5_HUMAN
3502 PTN4_HUMAN
3503 APOA4_HUMAN
3504 FGF13_HUMAN
3505 USP9X_HUMAN
3506 FBN1_HUMAN
3507 GPC1_HUMAN
3508 FGF3_HUMAN
3509 ASGR2_HUMAN
3510 ACADV_HUMAN
3511 FBLN1_HUMAN
3512 OCRL_HUMAN
3513 ATPG_HUMAN
3514 PSN1_HUMAN
3515 AQP1_HUMAN
3516 CD79A_HUMAN
3517 C5AR_HUMAN,C5AR1_HUMAN
3518 GLHA_HUMAN
3519 COAA1_HUMAN
3520 RAB3A_HUMAN
3521 CRYAA_HUMAN
3522 CRYAB_HUMAN
3523 CRBB2_HUMAN
3524 CRGC_HUMAN
3525 EZRI_HUMAN
3526 IL10_HUMAN
3527 NQO1_HUMAN
3528 RAB1A_HUMAN
3529 EF1D_HUMAN
3530 NID1_HUMAN
3531 NR2F6_HUMAN
3532 STOM_HUMAN
3533 MTG8_HUMAN
3534 EXT1_HUMAN
3535 EXT2_HUMAN
3536 RAB5A_HUMAN
3537 GSTP1_HUMAN
3538 FRIH_HUMAN
3539 FIBA_HUMAN
3540 FSHB_HUMAN
3541 HSF1_HUMAN
3542 HMOX1_HUMAN
3543 HBB_HUMAN
3544 H2AZ_HUMAN
3545 HXA10_HUMAN
3546 LDHB_HUMAN
3547 CGHB_HUMAN
3548 MDHM_HUMAN
3549 NCF1_HUMAN
3550 GCSP_HUMAN
3551 TRPC5_HUMAN
3552 LSHR_HUMAN
3553 SAT1_HUMAN
3554 TFE3_HUMAN
3555 PDE4D_HUMAN
3556 NGAL_HUMAN
3557 CSTF1_HUMAN
3558 ID2_HUMAN
3559 USF2_HUMAN
3560 RECQ1_HUMAN
3561 SEM3B_HUMAN
3562 CAD13_HUMAN
3563 VEGFB_HUMAN
3564 CH3L1_HUMAN
3565 PITX2_HUMAN
3566 OAZ1_HUMAN
3567 TBX3_HUMAN
3568 CD166_HUMAN
3569 GDF8_HUMAN
3570 NPTX1_HUMAN
3571 ST1C2_HUMAN
3572 GOGA3_HUMAN
3573 LIFR_HUMAN
3574 CDSN_HUMAN
3575 PDE2A_HUMAN
3576 PLIN3_HUMAN
3577 S10AB_HUMAN
3578 IL17_HUMAN
3579 RS27_HUMAN
3580 CER1_HUMAN
3581 HIC1_HUMAN
3582 ZN174_HUMAN
3583 ST17B_HUMAN
3584 PRDX3_HUMAN
3585 COX17_HUMAN
3586 LRAT_HUMAN
3587 DGAT1_HUMAN
3588 GDF15_HUMAN
3589 APBP2_HUMAN
3590 TAXB1_HUMAN
3591 IKZF3_HUMAN
3592 PRDX4_HUMAN
3593 GNMT_HUMAN
3594 TKT_HUMAN
3595 S12A2_HUMAN
3596 LYPA1_HUMAN
3597 AK1C1_HUMAN
3598 SOX13_HUMAN
3599 FGL1_HUMAN
3600 ARSA_HUMAN
3601 AFAP1_HUMAN
3602 EMID1_HUMAN
3603 SSNA1_HUMAN
3604 VPS39_HUMAN
3605 ZHX3_HUMAN
3606 ZN197_HUMAN
3607 DZIP3_HUMAN
3608 E2AK1_HUMAN
3609 E2F7_HUMAN
3610 TESC_HUMAN,CHP3_HUMAN
3611 TXND2_HUMAN
3612 NT5C_HUMAN
3613 PLXA1_HUMAN
3614 RMP_HUMAN
3615 PURA1_HUMAN
3616 ENTP5_HUMAN
3617 MOAP1_HUMAN
3618 PHS2_HUMAN
3619 TPPP_HUMAN
3620 EPCAM_HUMAN
3621 GCDH_HUMAN
3622 CDX1_HUMAN
3623 EPHA3_HUMAN
3624 WNT7A_HUMAN
3625 MFAP5_HUMAN
3626 ROA1_HUMAN
3627 PCCB_HUMAN
3628 PROX1_HUMAN
3629 GDE_HUMAN
3630 DFFA_HUMAN
3631 CNTP1_HUMAN
3632 CD6_HUMAN
3633 TLR1_HUMAN
3634 PRDM2_HUMAN
3635 RA51C_HUMAN
3636 TLX1_HUMAN
3637 MEFV_HUMAN
3638 RXRB_HUMAN
3639 PRS6A_HUMAN
3640 NVL_HUMAN
3641 RN5A_HUMAN
3642 TOM1_HUMAN
3643 HSF4_HUMAN
3644 SIM2_HUMAN
3645 FKBP3_HUMAN
3646 PYY_HUMAN
3647 GPAA1_HUMAN
3648 PCP4_HUMAN
3649 STIL_HUMAN
3650 ELOB_HUMAN
3651 HMMR_HUMAN
3652 PTX3_HUMAN
3653 THIO_HUMAN
3654 ZF161_HUMAN,ZBT14_HUMAN
3655 EPN1_HUMAN
3656 TA2R_HUMAN
3657 CFAH_HUMAN
3658 CHD4_HUMAN
3659 THY1_HUMAN
3660 ZN148_HUMAN
3661 EPN4_HUMAN
3662 LEPR_HUMAN
3663 NOS2_HUMAN
3664 TYB10_HUMAN
3665 NOTC4_HUMAN
3666 NOV_HUMAN
3667 SNCAP_HUMAN
3668 CRCM_HUMAN
3669 FKBP5_HUMAN
3670 NFAC3_HUMAN
3671 BTF3_HUMAN
3672 SF3A2_HUMAN
3673 PUR6_HUMAN
3674 MP2K5_HUMAN
3675 MGN2_HUMAN
3676 TRAF7_HUMAN
3677 HIP1R_HUMAN
3678 SIRB1_HUMAN
3679 CLCN7_HUMAN
3680 KLF6_HUMAN
3681 ITM2B_HUMAN
3682 ATS13_HUMAN
3683 AAKB1_HUMAN
3684 CLCB_HUMAN
3685 CPT1A_HUMAN
3686 ACTG_HUMAN
3687 MFAP2_HUMAN
3688 APLP1_HUMAN
3689 ANGT_HUMAN
3690 ANXA3_HUMAN
3691 ONCM_HUMAN
3692 SL9A1_HUMAN
3693 GDN_HUMAN
3694 VATE1_HUMAN
3695 EMIL1_HUMAN
3696 ENOG_HUMAN
3697 FBLN2_HUMAN
3698 TNR6_HUMAN
3699 FOSL1_HUMAN
3700 GFAP_HUMAN
3701 LIPG_HUMAN
3702 GLNA_HUMAN
3703 GSTM4_HUMAN
3704 G3P_HUMAN
3705 ANXA5_HUMAN
3706 GPDA_HUMAN
3707 GYS1_HUMAN
3708 NDKA_HUMAN
3709 RPAB5_HUMAN
3710 AF9_HUMAN
3711 NQO2_HUMAN
3712 PTN_HUMAN
3713 CYH1_HUMAN
3714 PGS2_HUMAN
3715 HMGB1_HUMAN
3716 HNRPC_HUMAN
3717 PNPH_HUMAN
3718 JUNB_HUMAN
3719 ZBT48_HUMAN
3720 RHOC_HUMAN
3721 OSTP_HUMAN
3722 NBR1_HUMAN
3723 PEX2_HUMAN
3724 PPARA_HUMAN
3725 K6PL_HUMAN,PFKAL_HUMAN
3726 KPBB_HUMAN
3727 PROF1_HUMAN
3728 SPTA1_HUMAN
3729 IPYR_HUMAN
3730 UBE2B_HUMAN
3731 RAB2A_HUMAN
3732 RAP2B_HUMAN
3733 RAD51_HUMAN
3734 DPEP1_HUMAN
3735 RXRG_HUMAN
3736 PDCD6_HUMAN
3737 SMD2_HUMAN
3738 CELF1_HUMAN
3739 HSP13_HUMAN
3740 MCSP_HUMAN
3741 FHIT_HUMAN
3742 TEAD4_HUMAN
3743 SMRC2_HUMAN
3744 TIF1B_HUMAN
3745 FZD9_HUMAN
3746 SH3G1_HUMAN
3747 SPB9_HUMAN
3748 VILI_HUMAN
3749 VINC_HUMAN
3750 SDC3_HUMAN
3751 PSME2_HUMAN
3752 EIF3E_HUMAN
3753 LG3BP_HUMAN
3754 SALL2_HUMAN
3755 4EBP1_HUMAN
3756 CRX_HUMAN
3757 ZN193_HUMAN,ZSC9_HUMAN
3758 STK25_HUMAN
3759 TAD2A_HUMAN
3760 TRI32_HUMAN
3761 RGL2_HUMAN
3762 HNRH3_HUMAN
3763 BLMH_HUMAN
3764 PPIE_HUMAN
3765 SHPS1_HUMAN
3766 DPYL1_HUMAN
3767 ITA2_HUMAN
3768 CO8A2_HUMAN
3769 MAG_HUMAN
3770 GOGA2_HUMAN
3771 TBB3_HUMAN
3772 PRS4_HUMAN
3773 PRS10_HUMAN
3774 DUS6_HUMAN
3775 SPG7_HUMAN
3776 ITA5_HUMAN
3777 PSA1_HUMAN
3778 PHF1_HUMAN
3779 CETN3_HUMAN
3780 IF6_HUMAN
3781 LASP1_HUMAN
3782 GPC4_HUMAN
3783 FOXS1_HUMAN
3784 TAF6L_HUMAN
3785 FANCG_HUMAN
3786 DMD_HUMAN
3787 TSNAX_HUMAN
3788 DRG2_HUMAN
3789 NCS1_HUMAN
3790 FZD7_HUMAN
3791 MSS4_HUMAN
3792 ARK72_HUMAN
3793 ARK73_HUMAN
3794 MDFI_HUMAN
3795 BNI3L_HUMAN
3796 BORG5_HUMAN
3797 ABI2_HUMAN
3798 FASTK_HUMAN
3799 IP6K1_HUMAN
3800 IP6K2_HUMAN
3801 NAV2_HUMAN
3802 PRPF3_HUMAN
3803 PLS3_HUMAN
3804 PLS4_HUMAN
3805 RAI1_HUMAN
3806 CNNM3_HUMAN
3807 HOOK1_HUMAN
3808 AKTIP_HUMAN
3809 PMS1_HUMAN
3810 DJB11_HUMAN
3811 SCG1_HUMAN
3812 GCC1_HUMAN
3813 PMS2_HUMAN
3814 HOOK2_HUMAN
3815 F107A_HUMAN
3816 HBXIP_HUMAN,LTOR5_HUMAN
3817 B2L13_HUMAN
3818 TIFA_HUMAN
3819 NEP_HUMAN
3820 YIPF3_HUMAN
3821 VTA1_HUMAN
3822 C1QB_HUMAN
3823 DNPEP_HUMAN
3824 EXOC8_HUMAN
3825 C1QC_HUMAN
3826 CCD11_HUMAN,CFA53_HUMAN
