Locus_a,Symbol_a,Gene_ID_a,WormBase_ID_a,Locus_b,Symbol_b,Gene_ID_b,WormBase_ID_b,RSPGM_Score,Pubmed_ID,Author,BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
T01G9.5,mei-1,172612,WBGene00003183,Y45F10D.12,rpl-18,178342,WBGene00004430,0.074737699,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
T01G9.5,mei-1,172612,WBGene00003183,Y48G8AL.8,rpl-17,171692,WBGene00004429,0.030112757,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
T01G9.5,mei-1,172612,WBGene00003183,Y54E10BR.6,rpb-7,171877,WBGene00021845,0.11048197,18692475,"Boxem M, et al. (2008)",-,-,-,-,MINT,-,-
T01G9.5,mei-1,172612,WBGene00003183,ZK858.2,-,191443,WBGene00014116,0.039631125,13679922,"Xu L, et al. (2003)",-,-,-,IntAct,-,-,-
T01G9.5,mei-1,172612,WBGene00003183,ZK858.4,mel-26,172737,WBGene00003209,0.86837185,13679921|13679922|14704431|18692475|19123269|22621901|23918937,"Pintard L, et al. (2003)|Xu L, et al. (2003)|Li S, et al. (2004)|Boxem M, et al. (2008)|Simonis N, et al. (2009)|Wilson KJ, et al. (2012)|Gomes JE, et al. (2013)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
T01G9.6,kin-10,172610,WBGene00002196,T17H7.4,pat-12,175227,WBGene00003936,0.098385097,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
T01G9.6,kin-10,172610,WBGene00002196,W07B3.2,gei-4,175195,WBGene00001561,0.98049906,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
T01G9.6,kin-10,172610,WBGene00002196,Y40B10A.2,comt-3,189785,WBGene00021487,0.072171111,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
T01G9.6,kin-10,172610,WBGene00002196,Y80D3A.3,ceh-51,180233,WBGene00013583,0.004273642,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
T01G9.6,kin-10,172610,WBGene00002196,ZK945.9,lov-1,174576,WBGene00003058,0.006298689,16481400,"Hu J, et al. (2006)",-,-,-,IntAct,-,-,-
T02B11.3,-,178592,WBGene00020155,T17H7.4,pat-12,175227,WBGene00003936,0.006086972,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
T02C12.1,hum-5,175521,WBGene00002038,Y69A2AR.30,mdf-2,177046,WBGene00003161,0.003376949,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
T02C5.1,-,180568,WBGene00020158,Y79H2A.11,zyg-8,176639,WBGene00006993,0.028202489,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
T02E1.3,gla-3,172604,WBGene00011376,T05A10.1,sma-9,181271,WBGene00004862,0.050496662,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
T02E1.3,gla-3,172604,WBGene00011376,T27A8.2,-,188967,WBGene00012074,0.026423681,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
T02E1.3,gla-3,172604,WBGene00011376,W03F9.2,-,178541,WBGene00021000,0.003668976,19123269|23791784,"Simonis N, et al. (2009)|Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,WI8,-
T02E1.3,gla-3,172604,WBGene00011376,W05H7.4,zfp-3,180479,WBGene00021047,0.069224457,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
T02E1.3,gla-3,172604,WBGene00011376,W06F12.1,lit-1,176808,WBGene00003048,0.039935138,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
T02E1.3,gla-3,172604,WBGene00011376,Y45G5AM.1,nhr-114,178821,WBGene00003704,0.11352734,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
T02E1.3,gla-3,172604,WBGene00011376,Y53C10A.3,hsf-2,190192,WBGene00013134,0.047291736,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
T02E1.3,gla-3,172604,WBGene00011376,Y71H2AM.8,set-27,190607,WBGene00022173,0.00020953,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
T02E1.3,gla-3,172604,WBGene00011376,ZC513.6,oma-2,179183,WBGene00003865,0.022064126,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
T02E9.2,grl-7,179569,WBGene00001716,T04H1.2,-,179677,WBGene00011449,0.039859849,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
T02G5.9,kars-1,174159,WBGene00002238,T09E8.1,noca-1,3565610,WBGene00011647,0.00086804,18692475,"Boxem M, et al. (2008)",-,-,-,-,MINT,-,-
T02G5.9,kars-1,174159,WBGene00002238,Y105E8B.1,lev-11,173319,WBGene00002978,0.027922342,18692475,"Boxem M, et al. (2008)",BioGRID,-,-,IntAct,-,-,-
T02H6.5,-,173458,WBGene00020175,T04C9.1,-,175849,WBGene00020209,0.00365725,19447967,"Xin X, et al. (2009)",BioGRID,-,-,IntAct,-,-,-
T03D8.1,num-1,180367,WBGene00003830,Y116A8C.36,itsn-1,178491,WBGene00006405,0.082024304,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
T03D8.1,num-1,180367,WBGene00003830,Y37A1B.17,-,4926960,WBGene00044989,0.10685815,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
T03D8.1,num-1,180367,WBGene00003830,Y49E10.11,tat-1,176666,WBGene00013034,0.000486253,21917090,"Nilsson L, et al. (2011)",BioGRID,-,-,-,-,-,-
T03E6.3,nhr-271,188016,WBGene00011396,ZK909.4,ces-2,173365,WBGene00000469,0.000340879,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
T03E6.7,cpl-1,180111,WBGene00000776,T05C12.6,mig-5,174317,WBGene00003241,0.18228556,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
T03E6.7,cpl-1,180111,WBGene00000776,T19A6.3,nepr-1,172625,WBGene00011828,0.000742542,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
T03E6.7,cpl-1,180111,WBGene00000776,ZK849.1,-,173288,WBGene00014100,0.073014164,14704431,"Li S, et al. (2004)",BioGRID,-,GeneOrienteer,-,-,-,-
T03E6.7,cpl-1,180111,WBGene00000776,ZK849.2,gopc-1,3565651,WBGene00014101,0.12185923,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",-,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
T03F1.11,-,171962,WBGene00020192,T08G11.5,unc-29,172703,WBGene00006765,0.38918595,15990870,"Gottschalk A, et al. (2005)",-,-,-,IntAct,MINT,-,-
T03F1.9,hcp-4,171964,WBGene00001832,T10B5.6,knl-3,178669,WBGene00020392,0.70028958,15371340,"Cheeseman IM, et al. (2004)",BioGRID,-,GeneOrienteer,IntAct,-,-,-
T03F1.9,hcp-4,171964,WBGene00001832,W01B6.9,ndc-80,177873,WBGene00003576,0.6490673,14522947|15371340,"Desai A, et al. (2003)|Cheeseman IM, et al. (2004)",BioGRID,-,GeneOrienteer,IntAct,-,-,-
T03F1.9,hcp-4,171964,WBGene00001832,Y47G6A.24,mis-12,171927,WBGene00021648,0.82607062,15371340,"Cheeseman IM, et al. (2004)",BioGRID,-,GeneOrienteer,IntAct,-,-,-
T04A11.6,him-6,178201,WBGene00001865,T06E4.3,atl-1,179352,WBGene00000226,0.015267754,11778048|14704431|19123269,"Boulton SJ, et al. (2002)|Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,-,GeneOrienteer,IntAct,MINT,WI8,-
T04A8.14,emb-5,175621,WBGene00001259,T18D3.2,odr-7,181403,WBGene00003854,0.006357974,16777607,"Deplancke B, et al. (2006)",-,-,GeneOrienteer,-,-,-,WormBase
T04A8.16,clp-2,175618,WBGene00000543,Y55F3BR.6,-,190317,WBGene00021943,0.001109469,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
T04C10.1,mbk-1,181578,WBGene00003149,T08G11.5,unc-29,172703,WBGene00006765,0.57823228,15990870,"Gottschalk A, et al. (2005)",-,-,-,IntAct,MINT,-,-
T04C10.1,mbk-1,181578,WBGene00003149,W04D2.1,atn-1,179709,WBGene00000228,0.044017484,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
T04C10.1,mbk-1,181578,WBGene00003149,Y37A1B.15,gei-18,178357,WBGene00001575,0.002588579,19447967,"Xin X, et al. (2009)",BioGRID,-,-,IntAct,-,-,-
T04C10.2,epn-1,181577,WBGene00001329,Y116A8C.36,itsn-1,178491,WBGene00006405,0.07912755,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
T04C10.2,epn-1,181577,WBGene00001329,Y37A1B.17,-,4926960,WBGene00044989,0.10313473,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
T04C10.4,atf-5,181576,WBGene00000221,W08E12.1,zip-11,177099,WBGene00021082,0.000250511,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
T04C10.4,atf-5,181576,WBGene00000221,Y51H4A.4,zip-7,178459,WBGene00013100,0.01737257,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
T04C10.4,atf-5,181576,WBGene00000221,ZK858.4,mel-26,172737,WBGene00003209,0.19993825,23918937,"Gomes JE, et al. (2013)",-,-,-,IntAct,-,-,-
T04C12.4,act-3,179533,WBGene00000065,T04C12.5,act-2,179534,WBGene00000064,0.0026628,18692475,"Boxem M, et al. (2008)",-,-,-,IntAct,-,-,-
T04C12.4,act-3,179533,WBGene00000065,T25C8.2,act-5,176793,WBGene00000067,0.13109834,18692475,"Boxem M, et al. (2008)",BioGRID,-,-,IntAct,-,-,-
T04C12.4,act-3,179533,WBGene00000065,W06F12.1,lit-1,176808,WBGene00003048,0.10746317,14704431,"Li S, et al. (2004)",-,-,-,IntAct,-,-,-
T04C12.5,act-2,179534,WBGene00000064,T04C12.6,act-1,179535,WBGene00000063,0.002684402,18692475,"Boxem M, et al. (2008)",BioGRID,-,-,-,MINT,-,-
T04C12.5,act-2,179534,WBGene00000064,T25C8.2,act-5,176793,WBGene00000067,0.060289144,18692475,"Boxem M, et al. (2008)",BioGRID,-,-,IntAct,MINT,-,-
T04C12.6,act-1,179535,WBGene00000063,T25C8.2,act-5,176793,WBGene00000067,0.13208965,14704431|18692475|19123269,"Li S, et al. (2004)|Boxem M, et al. (2008)|Simonis N, et al. (2009)",BioGRID,-,GeneOrienteer,-,MINT,WI8,-
T04C12.6,act-1,179535,WBGene00000063,W06F12.1,lit-1,176808,WBGene00003048,0.11037465,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,-,MINT,WI8,-
T04C9.1,-,175849,WBGene00020209,T20G5.11,rde-4,176438,WBGene00004326,0.033660588,19447967|23549480,"Xin X, et al. (2009)|Xin X, et al. (2013)",BioGRID,-,-,IntAct,-,-,-
T04C9.1,-,175849,WBGene00020209,T21B10.3,-,174424,WBGene00011885,0.00365725,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
T04C9.1,-,175849,WBGene00020209,W03G1.3,-,176878,WBGene00043537,0.00365725,19447967,"Xin X, et al. (2009)",-,-,-,IntAct,-,-,-
T04C9.1,-,175849,WBGene00020209,W05H7.4,zfp-3,180479,WBGene00021047,0.098964276,19447967|23549480,"Xin X, et al. (2009)|Xin X, et al. (2013)",BioGRID,-,-,IntAct,-,-,-
T04C9.1,-,175849,WBGene00020209,Y45G5AM.1,nhr-114,178821,WBGene00003704,0.67575487,19447967|23549480,"Xin X, et al. (2009)|Xin X, et al. (2013)",BioGRID,-,-,IntAct,-,-,-
T04C9.1,-,175849,WBGene00020209,Y55F3C.6,-,176897,WBGene00043707,0.065325942,19447967,"Xin X, et al. (2009)",BioGRID,-,-,-,-,-,-
T04C9.1,-,175849,WBGene00020209,Y59H11AM.2,mpst-5,177662,WBGene00022006,0.012724815,19447967,"Xin X, et al. (2009)",BioGRID,-,-,IntAct,-,-,-
T04C9.1,-,175849,WBGene00020209,Y71F9B.10,sop-3,171840,WBGene00004946,0.00365725,19447967|23549480,"Xin X, et al. (2009)|Xin X, et al. (2013)",BioGRID,-,-,IntAct,-,-,-
T04C9.1,-,175849,WBGene00020209,ZK1248.3,ehs-1,173985,WBGene00001224,0.16846688,19447967,"Xin X, et al. (2009)",BioGRID,-,-,IntAct,-,-,-
T04D1.3,unc-57,172078,WBGene00006791,T13F2.3,pis-1,177818,WBGene00004031,0.014447818,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
T04D1.3,unc-57,172078,WBGene00006791,W01F3.3,mlt-11,180352,WBGene00012186,0.024033657,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
T04D1.3,unc-57,172078,WBGene00006791,W04B5.3,-,175361,WBGene00021020,0.034274916,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
T04D1.3,unc-57,172078,WBGene00006791,Y34B4A.8,-,180799,WBGene00021324,0.006794263,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
T04D1.3,unc-57,172078,WBGene00006791,Y53H1C.2,ego-2,190251,WBGene00001215,0.006794263,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
T04D1.3,unc-57,172078,WBGene00006791,Y55B1BR.2,-,175203,WBGene00021912,0.09824622,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
T04D1.3,unc-57,172078,WBGene00006791,Y55F3AM.10,-,176923,WBGene00021927,0.030339464,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
T04D1.3,unc-57,172078,WBGene00006791,ZC477.9,deb-1,177482,WBGene00000942,0.045703446,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
T04D1.3,unc-57,172078,WBGene00006791,ZK1248.3,ehs-1,173985,WBGene00001224,0.28552923,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
T04D1.4,chd-7,172079,WBGene00007053,ZK858.4,mel-26,172737,WBGene00003209,0.01188291,23918937,"Gomes JE, et al. (2013)",-,-,-,IntAct,-,-,-
T04D3.1,-,173197,WBGene00011431,T05H4.14,gad-1,179027,WBGene00001513,0.13317272,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
T04D3.1,-,173197,WBGene00011431,ZC123.4,-,171672,WBGene00022519,0.00630119,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
T04F3.4,-,188064,WBGene00011439,T17H7.4,pat-12,175227,WBGene00003936,0.0173187,23549480,"Xin X, et al. (2013)",-,-,-,IntAct,-,-,-
T04F8.6,-,181354,WBGene00011444,W07B3.2,gei-4,175195,WBGene00001561,1,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
T04G9.1,attf-5,3565014,WBGene00020214,Y51H4A.4,zip-7,178459,WBGene00013100,0.005969243,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
T04G9.3,ile-2,180423,WBGene00002071,Y2H9A.1,mes-4,179824,WBGene00003222,0.002286265,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
T04H1.2,-,179677,WBGene00011449,T05C12.6,mig-5,174317,WBGene00003241,0.99064795,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
T04H1.2,-,179677,WBGene00011449,T07E3.5,brc-2,175962,WBGene00020316,0.099853782,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
T04H1.2,-,179677,WBGene00011449,T09A5.12,ztf-17,174269,WBGene00011639,0.078262497,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
T04H1.2,-,179677,WBGene00011449,T11B7.1,-,177698,WBGene00011706,0.026347117,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
T04H1.2,-,179677,WBGene00011449,T16H12.4,-,176421,WBGene00011814,0.009242673,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
T04H1.2,-,179677,WBGene00011449,T22A3.3,lst-1,172948,WBGene00003083,0.35498564,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
T04H1.2,-,179677,WBGene00011449,T23B12.2,mrpl-4,179230,WBGene00020717,0.009242673,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
T04H1.2,-,179677,WBGene00011449,W02A2.1,fat-2,178293,WBGene00001394,0.009242673,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
T04H1.2,-,179677,WBGene00011449,W03F9.10,-,178542,WBGene00021004,0.009242673,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
T04H1.2,-,179677,WBGene00011449,W04A8.6,-,173256,WBGene00012241,0.076161916,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
T04H1.2,-,179677,WBGene00011449,Y38E10A.14,-,174896,WBGene00012592,0.009242673,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
T04H1.2,-,179677,WBGene00011449,Y39B6A.1,-,180264,WBGene00012664,0.36283011,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
T04H1.2,-,179677,WBGene00011449,Y40C5A.1,sqst-2,189791,WBGene00021495,0.23179114,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
T04H1.2,-,179677,WBGene00011449,Y42G9A.1,-,175867,WBGene00021531,0.11414897,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
T04H1.2,-,179677,WBGene00011449,Y43F11A.5,set-24,3565594,WBGene00012845,0.07097709,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",-,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
T04H1.2,-,179677,WBGene00011449,Y43H11AL.1,-,173408,WBGene00021545,0.10792591,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
T04H1.2,-,179677,WBGene00011449,Y45G5AM.1,nhr-114,178821,WBGene00003704,0.35430406,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
T04H1.2,-,179677,WBGene00011449,Y46G5A.20,-,174915,WBGene00012910,0.043091451,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
T04H1.2,-,179677,WBGene00011449,Y55F3C.6,-,176897,WBGene00043707,0.1124133,14704431,"Li S, et al. (2004)",BioGRID,DIP,-,IntAct,MINT,-,-
T04H1.2,-,179677,WBGene00011449,ZC15.3,-,180331,WBGene00013832,0.042024155,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
T04H1.2,-,179677,WBGene00011449,ZC239.15,-,191125,WBGene00022573,0.080289141,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
T04H1.2,-,179677,WBGene00011449,ZC395.8,ztf-8,175726,WBGene00022598,0.23002608,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
T04H1.2,-,179677,WBGene00011449,ZC504.4,mig-15,181248,WBGene00003247,0.48781731,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
T04H1.2,-,179677,WBGene00011449,ZK1053.3,-,191508,WBGene00014198,0.069003271,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
T04H1.2,-,179677,WBGene00011449,ZK1067.3,-,191516,WBGene00014209,0.042092591,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
T04H1.2,-,179677,WBGene00011449,ZK1098.4,-,176348,WBGene00014221,0.51987202,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
T04H1.2,-,179677,WBGene00011449,ZK112.2,ncl-1,176084,WBGene00003559,0.23653671,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
T04H1.2,-,179677,WBGene00011449,ZK1236.3,sor-1,176189,WBGene00023405,0.037507798,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
T04H1.2,-,179677,WBGene00011449,ZK1240.9,-,173587,WBGene00022873,0.009242673,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
T04H1.2,-,179677,WBGene00011449,ZK930.3,vab-23,174826,WBGene00014153,0.23247837,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
T04H1.4,rad-50,179678,WBGene00004296,ZC302.1,mre-11,179488,WBGene00003405,0,11778048|14704431|19123269,"Boulton SJ, et al. (2002)|Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,-,GeneOrienteer,IntAct,MINT,WI8,-
T04H1.6,lrx-1,192091,WBGene00003075,T05A1.2,col-122,177789,WBGene00000696,0.001332184,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
T04H1.6,lrx-1,192091,WBGene00003075,T06G6.9,pfd-3,173141,WBGene00006889,0.004258239,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
T04H1.6,lrx-1,192091,WBGene00003075,T08H10.1,-,178844,WBGene00020369,0.004240895,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
T04H1.6,lrx-1,192091,WBGene00003075,T17E9.2,nmt-1,175861,WBGene00020549,0.004258239,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
T04H1.6,lrx-1,192091,WBGene00003075,Y39B6A.1,-,180264,WBGene00012664,0.20273943,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
T04H1.6,lrx-1,192091,WBGene00003075,Y42G9A.6,wht-7,175864,WBGene00021535,0.004240895,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
T04H1.6,lrx-1,192091,WBGene00003075,Y69A2AR.18,-,177038,WBGene00022089,4.06e-005,14704431|19123269,"Li S, et al. (2004)|Simonis N, et al. (2009)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,WI8,WormBase
T04H1.9,tbb-6,179680,WBGene00006539,Y40B10A.2,comt-3,189785,WBGene00021487,0.007252081,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
T05A1.2,col-122,177789,WBGene00000696,ZK370.2,sma-2,176229,WBGene00004856,0.000164538,14704431,"Li S, et al. (2004)",BioGRID,DIP,GeneOrienteer,IntAct,MINT,-,-
T05A10.1,sma-9,181271,WBGene00004862,T22H9.4,dmd-8,188771,WBGene00020708,0.67360404,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
T05A10.1,sma-9,181271,WBGene00004862,T24H10.7,jun-1,174452,WBGene00012005,0.23052458,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
T05A10.1,sma-9,181271,WBGene00004862,T28F12.2,unc-62,178845,WBGene00006796,0.75215363,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
T05A10.1,sma-9,181271,WBGene00004862,W02D9.4,-,189120,WBGene00012210,0.007933578,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
T05A10.1,sma-9,181271,WBGene00004862,Y106G6H.4,madf-10,190925,WBGene00013717,0.15160424,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
T05A10.1,sma-9,181271,WBGene00004862,Y11D7A.12,flh-1,177749,WBGene00012435,0.26787712,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
T05A10.1,sma-9,181271,WBGene00004862,Y45G5AM.1,nhr-114,178821,WBGene00003704,0.66173807,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
T05A10.1,sma-9,181271,WBGene00004862,Y53C12B.5,mab-3,174533,WBGene00003100,0.50388915,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
T05A10.1,sma-9,181271,WBGene00004862,Y62E10A.17,aptf-2,190458,WBGene00013383,0.26907803,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
T05A10.1,sma-9,181271,WBGene00004862,ZC247.3,lin-11,172893,WBGene00003000,0.2474094,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
T05A10.1,sma-9,181271,WBGene00004862,ZC395.8,ztf-8,175726,WBGene00022598,0.252535,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
T05A10.1,sma-9,181271,WBGene00004862,ZK1290.4,nfi-1,174225,WBGene00003592,0.12492576,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
T05A10.1,sma-9,181271,WBGene00004862,ZK909.4,ces-2,173365,WBGene00000469,0.18848934,23791784,"Reece-Hoyes JS, et al. (2013)",-,-,-,IntAct,-,-,-
T05A10.6,-,188097,WBGene00011463,W09C2.1,elt-1,177794,WBGene00001249,0.00953028,19123269,"Simonis N, et al. (2009)",-,-,-,IntAct,-,WI8,-
